order_id,order_date,customer_city,customer_state,category,product_name,quantity,unit_price,total_amount,payment_method,rating
ORD00478,2024-12-16,Kolkata,West Bengal,Home & Kitchen,Mixer Grinder,1,13919.33,13919.33,UPI,3.9
ORD00479,2024-08-14,Mumbai,Maharashtra,Grocery,Cooking Oil,3,141.39,424.17,Net Banking,4.8
ORD00480,2024-04-09,Kolkata,West Bengal,Grocery,Cooking Oil,2,389.8,779.6,UPI,2.9
ORD00481,2024-01-21,Hyderabad,Telangana,Electronics,Laptop,2,77016.78,154033.56,Credit Card,3.9
ORD00482,2024-03-20,Nagpur,Maharashtra,Clothing,Jacket,1,4260.87,4260.87,UPI,4.8
ORD00483,2024-10-20,Coimbatore,Tamil Nadu,Electronics,Smartwatch,2,49440.89,98881.78,Debit Card,2.7
ORD00484,2024-09-15,Kolkata,West Bengal,Home & Kitchen,Air Purifier,1,3533.44,3533.44,UPI,3.9
ORD00485,2024-07-03,Bengaluru,Karnataka,Electronics,Headphones,1,18085.25,18085.25,UPI,4.9
ORD00486,2024-01-05,Coimbatore,Tamil Nadu,Sports,Dumbbells,3,9967.32,29901.96,UPI,3.4
ORD00487,2024-06-13,Delhi,Delhi,Grocery,Tea Powder,1,463.37,463.37,Credit Card,4.5
ORD00488,2024-07-10,Pune,Maharashtra,Books,Self-Help Book,1,478.17,478.17,Credit Card,3.8
ORD00489,2024-02-19,Mysuru,Karnataka,Electronics,Headphones,1,71913.39,71913.39,UPI,4.9
ORD00490,2024-04-19,Chennai,Tamil Nadu,Sports,Cricket Bat,1,6381.25,6381.25,Cash on Delivery,3.6
ORD00491,2024-08-10,Pune,Maharashtra,Clothing,Jacket,4,4177.99,16711.96,Debit Card,4.8
ORD00492,2024-02-07,Kolkata,West Bengal,Grocery,Toor Dal,2,60.69,121.38,UPI,4.5
ORD00493,2024-08-18,Chennai,Tamil Nadu,Electronics,Tablet,4,65818.74,263274.96,Debit Card,3.6
ORD00494,2024-10-26,Mumbai,Maharashtra,Books,Engineering Textbook,2,474.38,948.76,UPI,4.6
ORD00495,2024-05-24,Gurgaon,Haryana,Sports,Cricket Bat,2,3111.42,6222.84,Net Banking,3.6
ORD00496,2024-07-19,Bengaluru,Karnataka,Grocery,Basmati Rice,2,263.29,526.58,Net Banking,4.6
ORD00497,2024-11-27,Noida,Uttar Pradesh,Grocery,Toor Dal,4,184.13,736.52,Credit Card,4.9
ORD00498,2024-10-02,Chennai,Tamil Nadu,Sports,Badminton Racket,1,1495.38,1495.38,Credit Card,2.7
ORD00499,2024-03-13,Delhi,Delhi,Grocery,Cooking Oil,4,145.28,581.12,UPI,3.1
ORD00500,2024-01-28,Surat,Gujarat,Home & Kitchen,Pressure Cooker,2,1984.95,3969.9,Cash on Delivery,4.8
ORD00501,2024-04-11,Chennai,Tamil Nadu,Books,Python Programming,2,151.2,302.4,Debit Card,3.7
ORD00502,2024-02-05,Gurgaon,Haryana,Home & Kitchen,Pressure Cooker,1,10168.04,10168.04,Cash on Delivery,3.3
ORD00503,2024-10-17,Mysuru,Karnataka,Home & Kitchen,Air Purifier,2,9993.51,19987.02,Credit Card,3.3
ORD00504,2024-11-24,Bengaluru,Karnataka,Clothing,T-Shirt,3,1703.43,5110.29,Credit Card,4.6
ORD00505,2024-06-05,Nagpur,Maharashtra,Grocery,Cooking Oil,1,445.05,445.05,Credit Card,2.8
ORD00506,2024-10-02,Hyderabad,Telangana,Sports,Cricket Bat,3,8465.39,25396.17,UPI,4.3
ORD00507,2024-01-16,Hyderabad,Telangana,Electronics,Smartwatch,1,6494.3,6494.3,Net Banking,3.9
ORD00508,2024-10-03,Ahmedabad,Gujarat,Sports,Badminton Racket,2,9091.14,18182.28,Credit Card,4.4
ORD00509,2024-03-09,Gurgaon,Haryana,Books,Fiction Novel,2,724.01,1448.02,Credit Card,3.8
ORD00510,2024-11-10,Bengaluru,Karnataka,Home & Kitchen,Air Purifier,1,455.7,455.7,Debit Card,4.4
ORD00511,2024-03-15,Nagpur,Maharashtra,Books,Fiction Novel,4,225.4,901.6,Net Banking,3.7
ORD00512,2024-04-29,Gurgaon,Haryana,Electronics,Laptop,1,61037.05,61037.05,UPI,3.0
ORD00513,2024-11-28,Jaipur,Rajasthan,Home & Kitchen,Curtains,1,7204.21,7204.21,UPI,4.3
ORD00514,2024-03-30,Chennai,Tamil Nadu,Grocery,Cooking Oil,1,425.69,425.69,Credit Card,3.4
ORD00515,2024-09-21,Coimbatore,Tamil Nadu,Grocery,Basmati Rice,1,282.5,282.5,Credit Card,4.5
ORD00516,2024-08-13,Gurgaon,Haryana,Books,UPSC Guide,1,721.02,721.02,UPI,2.7
ORD00517,2024-03-01,Hyderabad,Telangana,Home & Kitchen,Pressure Cooker,1,2508.53,2508.53,Debit Card,3.5
ORD00518,2024-03-23,Gurgaon,Haryana,Grocery,Basmati Rice,1,266.68,266.68,Debit Card,3.5
ORD00519,2024-01-21,Delhi,Delhi,Electronics,Laptop,1,46092.18,46092.18,Cash on Delivery,2.9
ORD00520,2024-11-22,Nagpur,Maharashtra,Home & Kitchen,Pressure Cooker,1,7894.62,7894.62,UPI,4.3
ORD00521,2024-09-03,Hyderabad,Telangana,Home & Kitchen,Mixer Grinder,2,3483.92,6967.84,UPI,4.6
ORD00522,2024-05-15,Coimbatore,Tamil Nadu,Clothing,Jacket,1,4138.18,4138.18,UPI,4.2
ORD00523,2024-02-25,Jaipur,Rajasthan,Books,Python Programming,1,513.42,513.42,UPI,3.8
ORD00524,2024-11-10,Jaipur,Rajasthan,Sports,Dumbbells,2,8317.19,16634.38,Debit Card,4.7
ORD00525,2024-10-03,Chennai,Tamil Nadu,Sports,Cricket Bat,2,1203.94,2407.88,Net Banking,4.7
ORD00526,2024-09-28,Ahmedabad,Gujarat,Grocery,Spice Set,1,284.92,284.92,Credit Card,4.8
ORD00527,2024-12-22,Mysuru,Karnataka,Books,Self-Help Book,2,512.33,1024.66,Debit Card,3.6
ORD00528,2024-10-05,Noida,Uttar Pradesh,Books,Fiction Novel,1,737.06,737.06,Credit Card,3.0
ORD00529,2024-12-01,Kolkata,West Bengal,Grocery,Basmati Rice,1,,,UPI,4.5
ORD00530,2024-10-01,Bengaluru,Karnataka,Home & Kitchen,Mixer Grinder,2,2575.25,5150.5,Credit Card,3.4
ORD00531,2024-09-04,Noida,Uttar Pradesh,Grocery,Spice Set,1,389.74,389.74,UPI,3.9
ORD00532,2024-03-11,Mysuru,Karnataka,Home & Kitchen,Bedsheet,3,8791.47,26374.41,Cash on Delivery,4.1
ORD00533,2024-09-17,Kolkata,West Bengal,Clothing,Saree,4,3958.92,15835.68,Credit Card,3.3
ORD00534,2024-02-16,Chennai,Tamil Nadu,Sports,Cricket Bat,5,,,Net Banking,3.7
ORD00535,2024-01-20,Coimbatore,Tamil Nadu,Books,Engineering Textbook,1,144.86,144.86,Debit Card,4.8
ORD00536,2024-03-30,Bengaluru,Karnataka,Sports,Running Shoes,5,3078.75,15393.75,Debit Card,3.6
ORD00537,2024-09-21,Delhi,Delhi,Grocery,Tea Powder,1,178.7,178.7,Debit Card,4.0
ORD00538,2024-05-21,Hyderabad,Telangana,Electronics,Headphones,1,19520.9,19520.9,Net Banking,3.4
ORD00539,2024-02-16,Bengaluru,Karnataka,Books,Python Programming,1,240.22,240.22,Credit Card,4.3
ORD00540,2024-04-09,Chennai,Tamil Nadu,Sports,Yoga Mat,3,3670.51,11011.53,Credit Card,3.5
ORD00541,2024-05-30,Mumbai,Maharashtra,Home & Kitchen,Pressure Cooker,1,6284.88,6284.88,UPI,2.8
ORD00542,2024-07-12,Chennai,Tamil Nadu,Home & Kitchen,Air Purifier,2,12253.27,24506.54,Debit Card,4.4
ORD00543,2024-09-03,Ahmedabad,Gujarat,Home & Kitchen,Curtains,4,10319.44,41277.76,UPI,2.7
ORD00544,2024-06-29,Hyderabad,Telangana,Clothing,Sneakers,3,3565.65,10696.95,Credit Card,2.5
ORD00545,2024-06-24,Surat,Gujarat,Home & Kitchen,Pressure Cooker,1,4523.16,4523.16,UPI,4.8
ORD00546,2024-12-15,Mysuru,Karnataka,Home & Kitchen,Bedsheet,2,3512.92,7025.84,Cash on Delivery,3.0
ORD00547,2024-04-13,Kolkata,West Bengal,Clothing,Jeans,4,3730.06,14920.24,Cash on Delivery,4.6
ORD00548,2024-09-09,Gurgaon,Haryana,Clothing,T-Shirt,1,775.42,775.42,Debit Card,4.4
ORD00549,2024-10-21,Chennai,Tamil Nadu,Electronics,Smart TV,1,30010.12,30010.12,Cash on Delivery,3.7
ORD00550,2024-09-26,Ahmedabad,Gujarat,Sports,Yoga Mat,3,4159.43,12478.29,Net Banking,3.7
ORD00551,2024-08-22,Chennai,Tamil Nadu,Electronics,Tablet,3,28109.47,84328.41,EMI,4.2
ORD00552,2024-06-15,Mysuru,Karnataka,Home & Kitchen,Mixer Grinder,1,473.75,473.75,Credit Card,4.7
ORD00553,2024-07-06,Nagpur,Maharashtra,Sports,Yoga Mat,1,2600.25,2600.25,UPI,3.6
ORD00554,2024-10-19,Bengaluru,Karnataka,Grocery,Cooking Oil,1,214.29,214.29,UPI,3.9
ORD00555,2024-07-14,Delhi,Delhi,Electronics,Smartwatch,1,21960.95,21960.95,UPI,4.5
ORD00556,2024-11-18,Kolkata,West Bengal,Clothing,Saree,1,4067.21,4067.21,Credit Card,4.3
ORD00557,2024-02-20,Ahmedabad,Gujarat,Books,Self-Help Book,3,275.68,827.04,Debit Card,2.7
ORD00558,2024-05-13,Surat,Gujarat,Home & Kitchen,Curtains,1,12632.88,12632.88,Credit Card,3.9
ORD00559,2024-11-06,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,1,591.58,591.58,UPI,3.9
ORD00560,2024-09-18,Hyderabad,Telangana,Sports,Badminton Racket,1,9799.92,9799.92,Credit Card,4.3
ORD00561,2024-03-26,Jaipur,Rajasthan,Electronics,Smart TV,1,49286.27,49286.27,Debit Card,4.8
ORD00562,2024-03-23,Bengaluru,Karnataka,Grocery,Tea Powder,3,307.24,921.72,UPI,3.3
ORD00563,2024-07-04,Hyderabad,Telangana,Home & Kitchen,Bedsheet,1,9199.16,9199.16,Net Banking,3.8
ORD00564,2024-12-04,Mysuru,Karnataka,Books,Fiction Novel,1,228.72,228.72,UPI,4.4
ORD00565,2024-08-30,Kolkata,West Bengal,Electronics,Laptop,1,13769.38,13769.38,Credit Card,2.6
ORD00566,2024-07-18,Bengaluru,Karnataka,Sports,Cricket Bat,2,1308.11,2616.22,UPI,3.1
ORD00567,2024-12-05,Noida,Uttar Pradesh,Books,Fiction Novel,3,,,Credit Card,4.8
ORD00568,2024-08-15,Surat,Gujarat,Books,UPSC Guide,2,782.49,1564.98,UPI,4.9
ORD00569,2024-10-15,Chennai,Tamil Nadu,Clothing,Jacket,2,3068.4,6136.8,Credit Card,4.1
ORD00570,2024-06-06,Chennai,Tamil Nadu,Home & Kitchen,Bedsheet,1,7380.28,7380.28,Credit Card,3.1
ORD00571,2024-05-26,Noida,Uttar Pradesh,Electronics,Smartphone,3,42103.64,126310.92,Credit Card,2.5
ORD00572,2024-11-01,Jaipur,Rajasthan,Books,UPSC Guide,3,309.73,929.19,UPI,2.5
ORD00573,2024-11-26,Gurgaon,Haryana,Clothing,Saree,1,4434.38,4434.38,Credit Card,3.4
ORD00574,2024-11-09,Noida,Uttar Pradesh,Electronics,Smart TV,2,50213.18,100426.36,Net Banking,4.2
ORD00575,2024-04-03,Noida,Uttar Pradesh,Grocery,Tea Powder,1,413.96,413.96,UPI,2.8
ORD00576,2024-01-10,Mysuru,Karnataka,Sports,Dumbbells,2,2939.7,5879.4,UPI,4.9
ORD00577,2024-01-05,Mumbai,Maharashtra,Clothing,T-Shirt,1,1554.15,1554.15,UPI,2.9
ORD00578,2024-07-09,Mysuru,Karnataka,Clothing,Kurta,3,2217.17,6651.51,Credit Card,4.5
ORD00579,2024-08-28,Gurgaon,Haryana,Electronics,Laptop,3,4955.05,14865.15,UPI,4.7
ORD00580,2024-08-14,Noida,Uttar Pradesh,Books,Engineering Textbook,3,185.37,556.11,UPI,5.0
ORD00581,2024-12-14,Delhi,Delhi,Books,Engineering Textbook,5,464.8,2324.0,EMI,4.8
ORD00582,2024-09-03,Nagpur,Maharashtra,Grocery,Basmati Rice,2,385.13,770.26,Debit Card,3.0
ORD00583,2024-06-15,Jaipur,Rajasthan,Electronics,Smartwatch,1,17814.17,17814.17,UPI,4.5
ORD00584,2024-12-19,Coimbatore,Tamil Nadu,Electronics,Smart TV,1,63236.93,63236.93,Credit Card,4.0
ORD00585,2024-11-16,Gurgaon,Haryana,Electronics,Laptop,1,13037.03,13037.03,UPI,3.4
ORD00586,2024-10-12,Nagpur,Maharashtra,Grocery,Tea Powder,1,406.16,406.16,Net Banking,4.4
ORD00587,2024-05-08,Ahmedabad,Gujarat,Books,Fiction Novel,1,114.95,114.95,Cash on Delivery,3.7
ORD00588,2024-10-05,Mysuru,Karnataka,Sports,Yoga Mat,1,5564.52,5564.52,UPI,4.3
ORD00589,2024-05-14,Noida,Uttar Pradesh,Sports,Running Shoes,2,1855.33,3710.66,Credit Card,3.6
ORD00590,2024-07-05,Ahmedabad,Gujarat,Grocery,Tea Powder,1,,,Net Banking,3.1
ORD00591,2024-12-15,Kolkata,West Bengal,Electronics,Smartwatch,3,77389.47,232168.41,Credit Card,3.9
ORD00592,2024-12-03,Coimbatore,Tamil Nadu,Home & Kitchen,Bedsheet,1,6324.13,6324.13,UPI,4.6
ORD00593,2024-10-19,Nagpur,Maharashtra,Clothing,T-Shirt,1,1169.98,1169.98,Debit Card,3.5
ORD00594,2024-11-06,Mysuru,Karnataka,Sports,Running Shoes,1,7102.75,7102.75,Debit Card,2.5
ORD00595,2024-11-23,Jaipur,Rajasthan,Clothing,Sneakers,4,2558.75,10235.0,UPI,3.9
ORD00596,2024-09-27,Jaipur,Rajasthan,Books,Self-Help Book,1,655.97,655.97,UPI,2.7
ORD00597,2024-09-29,Noida,Uttar Pradesh,Electronics,Laptop,1,76866.65,76866.65,Credit Card,3.0
ORD00598,2024-07-31,Hyderabad,Telangana,Clothing,Jacket,1,3201.56,3201.56,Net Banking,4.4
ORD00599,2024-04-02,Coimbatore,Tamil Nadu,Home & Kitchen,Curtains,1,10627.49,10627.49,Credit Card,3.8
ORD00600,2024-06-10,Hyderabad,Telangana,Clothing,Jacket,1,4992.48,4992.48,Debit Card,5.0
ORD00601,2024-11-07,Surat,Gujarat,Home & Kitchen,Curtains,1,11533.51,11533.51,UPI,3.9
ORD00602,2024-01-01,Bengaluru,Karnataka,Sports,Yoga Mat,1,3792.08,3792.08,Debit Card,5.0
ORD00603,2024-04-23,Coimbatore,Tamil Nadu,Electronics,Tablet,4,,,UPI,3.3
ORD00604,2024-10-19,Ahmedabad,Gujarat,Grocery,Cooking Oil,2,463.6,927.2,UPI,2.6
ORD00605,2024-05-11,Gurgaon,Haryana,Clothing,Jeans,4,1471.94,5887.76,Net Banking,2.7
ORD00606,2024-03-29,Bengaluru,Karnataka,Sports,Badminton Racket,2,7422.38,14844.76,Credit Card,4.7
ORD00607,2024-10-22,Kolkata,West Bengal,Sports,Cricket Bat,1,6073.74,6073.74,Credit Card,4.5
ORD00608,2024-03-02,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,1,13232.95,13232.95,Cash on Delivery,3.1
ORD00609,2024-09-25,Hyderabad,Telangana,Sports,Cricket Bat,2,6448.7,12897.4,UPI,3.8
ORD00610,2024-07-20,Nagpur,Maharashtra,Home & Kitchen,Air Purifier,1,10557.2,10557.2,EMI,4.4
ORD00611,2024-03-08,Coimbatore,Tamil Nadu,Sports,Cricket Bat,1,2454.23,2454.23,UPI,3.7
ORD00612,2024-12-23,Kolkata,West Bengal,Electronics,Tablet,1,32235.71,32235.71,UPI,2.8
ORD00613,2024-09-25,Chennai,Tamil Nadu,Clothing,Saree,2,2097.53,4195.06,UPI,2.7
ORD00614,2024-07-30,Ahmedabad,Gujarat,Books,Self-Help Book,2,579.32,1158.64,Credit Card,3.4
ORD00615,2024-06-28,Gurgaon,Haryana,Home & Kitchen,Air Purifier,3,9934.52,29803.56,Debit Card,5.0
ORD00616,2024-12-16,Mysuru,Karnataka,Sports,Badminton Racket,4,4572.5,18290.0,Credit Card,4.4
ORD00617,2024-03-16,Surat,Gujarat,Electronics,Smartphone,1,59296.74,59296.74,Cash on Delivery,4.6
ORD00618,2024-10-02,Mumbai,Maharashtra,Home & Kitchen,Mixer Grinder,1,4785.24,4785.24,UPI,3.9
ORD00619,2024-12-23,Ahmedabad,Gujarat,Home & Kitchen,Air Purifier,2,7400.49,14800.98,Debit Card,3.4
ORD00620,2024-12-22,Jaipur,Rajasthan,Grocery,Tea Powder,1,69.57,69.57,Debit Card,2.6
ORD00621,2024-12-03,Hyderabad,Telangana,Electronics,Smartphone,1,31397.29,31397.29,Credit Card,2.8
ORD00622,2024-02-20,Noida,Uttar Pradesh,Grocery,Spice Set,1,154.03,154.03,Cash on Delivery,3.7
ORD00623,2024-12-30,Coimbatore,Tamil Nadu,Sports,Cricket Bat,2,2108.25,4216.5,UPI,3.1
ORD00624,2024-12-16,Chennai,Tamil Nadu,Home & Kitchen,Bedsheet,2,,,Credit Card,4.1
ORD00625,2024-01-16,Delhi,Delhi,Sports,Yoga Mat,2,8175.36,16350.72,Cash on Delivery,4.9
ORD00626,2024-07-14,Delhi,Delhi,Clothing,Kurta,2,4506.44,9012.88,Credit Card,4.2
ORD00627,2024-06-08,Surat,Gujarat,Grocery,Toor Dal,2,237.8,475.6,Cash on Delivery,3.3
ORD00628,2024-04-13,Chennai,Tamil Nadu,Clothing,Jeans,2,3331.87,6663.74,Cash on Delivery,3.3
ORD00629,2024-12-01,Kolkata,West Bengal,Sports,Badminton Racket,4,4471.62,17886.48,Cash on Delivery,4.8
ORD00630,2024-03-15,Gurgaon,Haryana,Electronics,Tablet,2,42870.44,85740.88,Debit Card,4.4
ORD00631,2024-11-22,Jaipur,Rajasthan,Books,UPSC Guide,2,312.34,624.68,Cash on Delivery,3.2
ORD00632,2024-11-11,Ahmedabad,Gujarat,Clothing,T-Shirt,1,831.42,831.42,UPI,3.9
ORD00633,2024-09-01,Delhi,Delhi,Sports,Badminton Racket,1,2539.85,2539.85,UPI,4.6
ORD00634,2024-03-24,Mysuru,Karnataka,Grocery,Cooking Oil,1,132.79,132.79,UPI,2.6
ORD00635,2024-04-13,Ahmedabad,Gujarat,Electronics,Headphones,1,76040.74,76040.74,Net Banking,2.7
ORD00636,2024-05-06,Jaipur,Rajasthan,Books,Python Programming,1,442.96,442.96,Credit Card,4.4
ORD00637,2024-10-19,Coimbatore,Tamil Nadu,Grocery,Spice Set,1,374.09,374.09,Debit Card,3.8
ORD00638,2024-01-22,Jaipur,Rajasthan,Grocery,Basmati Rice,1,284.29,284.29,Cash on Delivery,3.1
ORD00639,2024-01-26,Chennai,Tamil Nadu,Books,Engineering Textbook,2,490.39,980.78,UPI,3.6
ORD00640,2024-01-28,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,1,7081.8,7081.8,Debit Card,4.8
ORD00641,2024-10-26,Mysuru,Karnataka,Grocery,Spice Set,2,90.7,181.4,Cash on Delivery,4.2
ORD00642,2024-12-30,Nagpur,Maharashtra,Books,UPSC Guide,1,326.42,326.42,Cash on Delivery,4.7
ORD00643,2024-03-04,Pune,Maharashtra,Home & Kitchen,Bedsheet,4,10468.25,41873.0,UPI,4.3
ORD00644,2024-09-18,Hyderabad,Telangana,Home & Kitchen,Mixer Grinder,1,8000.11,8000.11,Debit Card,2.9
ORD00645,2024-12-03,Chennai,Tamil Nadu,Books,Engineering Textbook,4,637.78,2551.12,Cash on Delivery,2.9
ORD00646,2024-08-16,Nagpur,Maharashtra,Clothing,Sneakers,1,446.29,446.29,UPI,3.0
ORD00647,2024-09-11,Jaipur,Rajasthan,Clothing,Jeans,3,,,Cash on Delivery,3.9
ORD00648,2024-07-28,Mumbai,Maharashtra,Sports,Dumbbells,2,2607.42,5214.84,Credit Card,4.0
ORD00649,2024-04-16,Mumbai,Maharashtra,Clothing,Jacket,2,1534.94,3069.88,UPI,2.9
ORD00650,2024-11-04,Hyderabad,Telangana,Home & Kitchen,Mixer Grinder,1,2437.0,2437.0,UPI,4.8
ORD00651,2024-12-04,Mumbai,Maharashtra,Electronics,Smart TV,1,79501.95,79501.95,Debit Card,4.0
ORD00652,2024-01-19,Ahmedabad,Gujarat,Sports,Badminton Racket,2,9673.04,19346.08,UPI,3.2
ORD00653,2024-08-29,Gurgaon,Haryana,Books,Engineering Textbook,3,630.91,1892.73,UPI,4.2
ORD00654,2024-01-30,Noida,Uttar Pradesh,Home & Kitchen,Air Purifier,1,6382.24,6382.24,UPI,4.3
ORD00655,2024-12-27,Hyderabad,Telangana,Sports,Cricket Bat,2,4991.53,9983.06,UPI,4.0
ORD00656,2024-11-10,Gurgaon,Haryana,Home & Kitchen,Air Purifier,2,8754.6,17509.2,Debit Card,3.8
ORD00657,2024-05-28,Hyderabad,Telangana,Books,UPSC Guide,4,665.59,2662.36,EMI,2.5
ORD00658,2024-07-31,Mumbai,Maharashtra,Books,Engineering Textbook,1,616.23,616.23,Credit Card,3.3
ORD00659,2024-02-04,Chennai,Tamil Nadu,Grocery,Toor Dal,1,55.08,55.08,UPI,3.8
ORD00660,2024-11-11,Gurgaon,Haryana,Electronics,Smartphone,1,55023.95,55023.95,EMI,4.6
ORD00661,2024-01-19,Delhi,Delhi,Home & Kitchen,Bedsheet,1,13857.51,13857.51,Debit Card,3.7
ORD00662,2024-01-29,Hyderabad,Telangana,Books,Python Programming,1,727.15,727.15,Cash on Delivery,3.2
ORD00663,2024-06-18,Kolkata,West Bengal,Grocery,Cooking Oil,1,299.83,299.83,Net Banking,4.7
ORD00664,2024-11-16,Gurgaon,Haryana,Electronics,Laptop,1,22796.57,22796.57,Credit Card,2.9
ORD00665,2024-12-27,Coimbatore,Tamil Nadu,Books,Fiction Novel,3,516.63,1549.89,Cash on Delivery,4.3
ORD00666,2024-06-03,Noida,Uttar Pradesh,Books,Engineering Textbook,1,447.94,447.94,UPI,3.3
ORD00667,2024-01-13,Pune,Maharashtra,Home & Kitchen,Mixer Grinder,4,11733.52,46934.08,Net Banking,4.8
ORD00668,2024-06-16,Nagpur,Maharashtra,Clothing,Kurta,2,4633.46,9266.92,UPI,4.7
ORD00669,2024-09-24,Surat,Gujarat,Sports,Badminton Racket,1,2290.31,2290.31,UPI,3.3
ORD00670,2024-02-22,Mumbai,Maharashtra,Grocery,Tea Powder,1,442.34,442.34,Credit Card,4.1
ORD00671,2024-04-12,Noida,Uttar Pradesh,Electronics,Tablet,2,60800.26,121600.52,UPI,3.2
ORD00672,2024-11-14,Gurgaon,Haryana,Books,Engineering Textbook,1,290.86,290.86,Debit Card,2.8
ORD00673,2024-05-25,Chennai,Tamil Nadu,Home & Kitchen,Air Purifier,1,4981.73,4981.73,Debit Card,2.9
ORD00674,2024-12-11,Noida,Uttar Pradesh,Sports,Yoga Mat,1,,,UPI,3.5
ORD00675,2024-12-19,Pune,Maharashtra,Books,UPSC Guide,2,225.29,450.58,Debit Card,4.0
ORD00676,2024-08-26,Noida,Uttar Pradesh,Home & Kitchen,Pressure Cooker,2,10779.61,21559.22,Debit Card,2.7
ORD00677,2024-08-26,Ahmedabad,Gujarat,Grocery,Spice Set,1,93.77,93.77,Credit Card,4.9
ORD00678,2024-12-06,Nagpur,Maharashtra,Sports,Yoga Mat,1,9154.76,9154.76,UPI,4.7
ORD00679,2024-08-24,Gurgaon,Haryana,Books,UPSC Guide,1,121.18,121.18,Cash on Delivery,3.2
ORD00680,2024-02-24,Gurgaon,Haryana,Sports,Running Shoes,1,1535.72,1535.72,UPI,4.1
ORD00681,2024-05-04,Ahmedabad,Gujarat,Home & Kitchen,Air Purifier,2,7076.33,14152.66,Credit Card,4.9
ORD00682,2024-08-10,Bengaluru,Karnataka,Electronics,Headphones,2,17054.93,34109.86,Debit Card,3.4
ORD00683,2024-10-20,Kolkata,West Bengal,Clothing,Jeans,1,3380.54,3380.54,Cash on Delivery,2.8
ORD00684,2024-07-26,Coimbatore,Tamil Nadu,Books,Self-Help Book,3,488.56,1465.68,UPI,2.8
ORD00685,2024-04-21,Surat,Gujarat,Sports,Dumbbells,2,3475.86,6951.72,Net Banking,4.7
ORD00686,2024-05-29,Jaipur,Rajasthan,Grocery,Basmati Rice,2,390.68,781.36,Credit Card,3.9
ORD00687,2024-12-13,Delhi,Delhi,Clothing,Sneakers,1,4411.64,4411.64,UPI,4.9
ORD00688,2024-09-18,Bengaluru,Karnataka,Grocery,Cooking Oil,2,495.63,991.26,Credit Card,2.8
ORD00689,2024-10-13,Noida,Uttar Pradesh,Electronics,Headphones,5,,,Net Banking,3.4
ORD00690,2024-06-11,Surat,Gujarat,Home & Kitchen,Mixer Grinder,2,3758.05,7516.1,Debit Card,3.5
ORD00691,2024-07-15,Bengaluru,Karnataka,Sports,Badminton Racket,1,6726.13,6726.13,Cash on Delivery,3.4
ORD00692,2024-02-06,Bengaluru,Karnataka,Clothing,Kurta,2,4987.79,9975.58,Debit Card,2.9
ORD00693,2024-07-31,Jaipur,Rajasthan,Books,UPSC Guide,1,782.48,782.48,Cash on Delivery,4.7
ORD00694,2024-08-18,Kolkata,West Bengal,Sports,Dumbbells,1,6345.51,6345.51,Credit Card,3.1
ORD00695,2024-09-13,Bengaluru,Karnataka,Sports,Cricket Bat,3,5906.0,17718.0,UPI,4.8
ORD00696,2024-02-27,Coimbatore,Tamil Nadu,Home & Kitchen,Mixer Grinder,2,14680.03,29360.06,Debit Card,4.9
ORD00697,2024-05-23,Pune,Maharashtra,Clothing,Sneakers,5,3710.21,18551.05,Credit Card,2.7
ORD00698,2024-12-08,Jaipur,Rajasthan,Sports,Cricket Bat,2,2678.74,5357.48,UPI,4.1
ORD00699,2024-01-06,Ahmedabad,Gujarat,Sports,Yoga Mat,4,6246.48,24985.92,Credit Card,3.8
ORD00700,2024-05-28,Mysuru,Karnataka,Sports,Yoga Mat,5,4383.86,21919.3,UPI,4.2
ORD00701,2024-08-30,Coimbatore,Tamil Nadu,Grocery,Cooking Oil,2,377.14,754.28,Debit Card,3.9
ORD00702,2024-02-09,Hyderabad,Telangana,Home & Kitchen,Air Purifier,1,701.28,701.28,Cash on Delivery,3.2
ORD00703,2024-11-05,Nagpur,Maharashtra,Sports,Yoga Mat,1,2969.61,2969.61,UPI,4.0
ORD00704,2024-04-30,Nagpur,Maharashtra,Grocery,Spice Set,1,216.4,216.4,Credit Card,4.5
ORD00705,2024-03-19,Surat,Gujarat,Electronics,Headphones,5,78733.7,393668.5,Cash on Delivery,4.4
ORD00706,2024-10-22,Bengaluru,Karnataka,Books,Fiction Novel,2,562.47,1124.94,Net Banking,3.4
ORD00707,2024-08-31,Hyderabad,Telangana,Home & Kitchen,Mixer Grinder,1,1072.09,1072.09,Net Banking,4.4
ORD00708,2024-09-28,Chennai,Tamil Nadu,Clothing,Saree,1,3480.85,3480.85,Cash on Delivery,2.5
ORD00709,2024-01-22,Jaipur,Rajasthan,Books,UPSC Guide,5,574.95,2874.75,UPI,3.8
ORD00710,2024-05-16,Gurgaon,Haryana,Books,Python Programming,3,742.63,2227.89,Net Banking,3.1
ORD00711,2024-10-28,Coimbatore,Tamil Nadu,Books,UPSC Guide,2,641.21,1282.42,Net Banking,3.8
ORD00712,2024-02-04,Hyderabad,Telangana,Grocery,Toor Dal,1,,,UPI,2.7
ORD00713,2024-01-18,Pune,Maharashtra,Grocery,Spice Set,2,208.18,416.36,UPI,2.7
ORD00714,2024-03-02,Coimbatore,Tamil Nadu,Grocery,Toor Dal,2,477.72,955.44,UPI,4.0
